commodity,z,P
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.0979381443298969
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.09278350515463918
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.08762886597938144
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.08247422680412371
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.07731958762886598
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.07216494845360824
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.06701030927835051
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.061855670103092786
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.05670103092783505
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.05154639175257732
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.04639175257731959
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.041237113402061855
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.03608247422680412
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.030927835051546393
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.02577319587628866
WOOL 0.5 kg p. Shekel,2.2898180818386678,0.020618556701030927
WOOL 0.5 kg p. Shekel,2.2898180818386678,0.015463917525773196
WOOL 0.5 kg p. Shekel,2.2898180818386678,0.010309278350515464
WOOL 0.5 kg p. Shekel,3.6949477150028853,0.005154639175257732
